Genero;Edad;Tipo_Hogar;Vive_rural;Actividad_Laboral;Trabajo_Esencial;Ingreso_Neto_Mensual;¿Hasta que punto está preocupado de que Usted o un miembro de su familia se pueda contagiar de Coronavirus COVID-19? ;¿Ha podido concentrarse bien en lo que hace?;¿Sus preocupaciones le han hecho perder el sueño?;¿Ha sentido que está jugando un papel útil en la vida? ;¿Se ha sentido capaz de tomar decisiones?;¿Se ha sentido constantemente agobiado y en tensión?;¿Ha sentido que no puede superar sus dificultades?;¿Ha sido capaz de disfrutar sus actividades normales de cada día?;¿Ha sido capaz de hacer frente a sus problemas?;¿Se ha sentido deprimido?;¿Ha perdido confianza en sí mismo?;¿Ha pensado que usted es una persona que no vale para nada?;¿Se siente razonablemente bien dadas las circunstancias actuales?;¿Ha experimentado problemas físicos derivados de la falta de actividad física?;¿Ha experimentado insomnio/problemas para dormir?;Aburrimiento;Sensación de aislamiento;Frustación;Irritación;Preocupación;Soledad;Impotencia;Rabia;Miedo;Nerviosismo;Tristeza;Culpa;Felicidad;Alivio;Acuerdo_Cumplimiento_Medidas;La personas importantes para mi respetan a rajatabla las medidas para frenar el contagio;En mi entorno directo he tenido conocimiento de muy pocos casos de personas que hayan infringido las medidas de prevención de contagio;Las personas que son importantes para mi piensan que respetar las medidas de prevención del contagio es lo correcto;Acuerdo_Presion_Social;Pensar en el COVID-19  me hace sentir ansioso/a;Me siento tenso/a cuando pienso en la amenaza del  COVID19
1;22;4;0;6;0;4;2;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;5;2;4;4;5;5;5;5;5;3;5;2;2;3;4;4;4;4;1;1
1;25;4;0;6;0;1;4;2;2;4;4;2;3;2;3;2;4;4;4;2;2;4;4;4;2;2;4;3;3;2;2;2;2;3;5;4;5;5;5;4;2;2
1;23;5;0;6;0;4;5;1;1;3;3;1;3;3;3;1;3;3;3;1;1;5;5;1;1;1;5;1;1;1;1;1;5;2;3;3;5;5;5;5;5;5
0;22;5;0;6;0;3;4;2;2;3;3;2;3;1;3;3;3;3;4;3;2;2;1;2;2;3;3;3;3;4;2;3;3;4;5;5;4;5;5;5;1;1
0;19;5;0;6;0;0;5;1;1;2;3;1;1;2;2;2;2;2;4;1;4;2;2;3;1;4;5;4;5;4;3;2;5;3;3;5;5;4;5;5;3;3
1;20;5;0;6;0;3;5;3;2;2;3;1;1;2;1;1;5;1;1;2;3;1;1;1;1;1;1;1;2;2;1;1;1;3;3;4;4;5;4;5;3;4
0;19;5;0;6;0;0;5;1;1;2;3;1;1;2;2;2;2;2;4;1;4;2;2;3;1;4;5;4;5;4;3;2;5;3;3;5;5;4;5;5;3;3
0;19;5;0;6;0;3;3;5;3;4;4;4;4;3;3;3;4;5;4;4;3;3;3;4;5;3;5;4;5;3;5;3;5;2;3;2;5;4;5;4;2;2
1;24;5;0;6;0;3;4;1;3;2;3;2;3;2;2;2;3;3;4;1;2;4;4;2;2;2;4;2;5;5;1;4;5;2;2;4;4;5;5;4;1;1
0;20;5;0;6;0;5;4;2;3;1;1;2;1;3;3;2;4;5;3;1;2;3;1;2;4;2;1;2;4;5;2;1;4;4;5;2;4;4;5;4;2;2
1;20;5;0;6;0;3;5;1;4;3;2;4;4;2;3;3;3;3;4;3;2;4;3;3;2;2;4;3;3;2;2;3;5;3;4;2;4;4;5;3;3;3
0;23;5;0;6;0;4;2;3;5;3;3;4;3;1;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;1;3;2;4;5;4;5;1;1
1;23;6;0;6;0;0;5;1;1;2;1;1;2;1;1;1;2;3;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;4;5;2;3;3;4;3;5;5
0;26;6;0;6;0;1;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;5;5;1;3;1;3;1;4;3;1;1;4;4;5;3;5;5;5;5;5;5
1;24;6;0;6;0;2;4;2;2;1;2;2;1;2;2;1;2;2;2;1;2;4;2;2;2;1;1;1;1;1;1;1;5;4;4;2;4;4;5;4;4;5
1;22;6;0;6;0;0;5;1;1;3;2;1;1;3;2;1;3;2;3;5;1;4;3;2;2;2;5;1;5;2;2;2;5;2;5;1;5;5;5;4;4;4
0;26;6;0;6;0;0;3;3;3;2;3;4;4;2;4;4;3;2;4;3;4;2;4;4;4;3;5;5;5;4;4;3;3;1;2;3;5;4;4;3;3;3
1;24;6;0;6;0;1;5;1;1;1;1;5;1;1;1;1;2;2;2;1;1;5;1;1;1;1;4;1;1;1;1;1;4;3;5;2;5;3;5;5;5;5
1;25;6;0;6;0;2;5;1;1;4;4;1;2;3;3;1;4;4;3;4;1;3;3;1;3;1;5;5;5;1;1;1;5;3;3;3;5;4;5;4;3;5
1;21;6;0;6;0;2;4;1;1;3;1;5;5;3;3;1;1;3;4;3;1;5;3;5;2;5;5;5;5;1;5;1;5;3;5;1;5;5;5;3;3;5
1;20;6;0;6;0;1;4;1;2;1;1;1;1;1;1;1;1;1;4;5;3;5;5;1;4;2;5;2;1;5;3;1;5;5;5;2;4;4;5;2;2;2
1;23;6;0;6;0;1;5;1;1;3;2;1;2;1;2;1;1;2;3;1;3;2;1;1;1;1;3;1;1;1;2;2;4;3;3;2;3;3;4;5;2;2
1;35;6;0;6;0;2;3;2;2;3;2;2;2;2;3;2;3;4;3;5;2;2;2;1;2;1;4;2;2;2;2;2;3;3;4;2;4;3;4;4;4;4
1;18;6;0;6;0;1;2;4;2;3;4;4;3;3;4;2;4;4;4;2;1;3;4;3;3;2;4;4;3;2;1;3;5;2;4;2;5;5;5;4;2;4
1;18;6;0;6;0;1;2;4;2;3;4;4;3;3;4;2;4;4;4;2;1;3;4;3;3;2;4;4;3;2;1;3;5;2;4;2;5;5;5;4;2;4
1;26;6;0;6;0;2;5;1;5;2;3;1;2;4;3;1;3;2;1;4;1;5;4;2;2;1;3;2;2;1;1;3;4;3;3;2;5;5;5;3;4;5
1;39;6;0;6;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;5;3;5;4;5;5;5;4;5;3;5;4;5;5;5;5;1;1
1;26;6;0;6;0;3;1;1;1;3;3;2;3;3;3;2;2;2;3;3;1;2;1;2;2;3;3;2;2;3;3;2;3;3;3;1;5;5;5;4;3;3
1;24;6;0;6;0;1;4;1;2;4;2;1;2;1;2;2;3;3;3;3;1;2;2;1;3;2;3;2;4;2;2;2;5;3;4;3;5;5;5;3;2;2
1;25;6;0;6;0;2;3;2;2;3;3;3;3;2;3;3;3;3;3;2;2;1;2;3;2;2;4;5;5;4;3;4;4;4;2;3;3;3;5;3;2;2
0;18;7;0;6;0;4;3;2;3;5;5;5;1;5;5;5;3;3;3;3;3;5;5;5;5;3;5;5;5;5;5;5;5;3;3;3;4;5;5;5;3;3
0;24;7;0;6;0;0;1;1;1;1;1;1;1;5;1;1;1;1;1;2;1;1;4;1;1;4;1;1;1;5;1;1;5;5;5;4;5;5;5;5;1;1
1;23;1;1;6;0;2;5;3;3;2;3;4;4;4;4;1;4;5;4;4;3;3;3;2;2;1;5;1;3;1;1;1;5;3;5;1;1;5;5;1;5;5
0;24;7;1;6;0;3;1;3;4;3;3;5;5;4;4;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;3;5;5;5;4;1;1
1;24;7;1;6;0;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;2;5;3;5;3;5;2;4;3;4;4;5;3;4;3;4;4;5;4;2;2
0;27;7;1;6;0;3;5;2;2;2;2;3;2;4;4;5;4;4;5;4;5;5;5;5;2;2;5;1;4;4;4;5;5;2;4;2;1;4;2;5;2;1
1;22;7;1;6;0;3;5;1;3;3;3;3;3;3;3;3;3;5;4;3;2;2;2;3;2;2;4;3;2;3;2;2;4;2;4;2;3;3;4;4;3;3
1;21;7;1;6;0;4;5;3;2;3;3;1;2;2;3;1;3;2;3;1;1;3;3;2;2;1;3;3;1;1;1;2;3;5;5;2;3;2;4;3;5;5
1;18;7;1;6;0;5;5;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;2;3;5;5;5;5;5
1;21;2;1;6;0;1;3;1;4;2;3;4;3;3;2;2;1;2;3;2;3;4;4;5;4;5;5;2;2;5;5;1;5;4;3;5;5;5;5;5;1;1
1;21;2;1;6;1;3;4;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;4;1;1;1;4;5;2;5;3;4;5;4;5
1;21;2;1;6;0;2;4;1;1;2;2;1;1;1;2;1;1;1;3;3;2;1;3;1;1;1;3;1;1;2;1;1;1;4;4;3;2;1;5;5;3;3
1;21;2;1;6;0;1;3;1;4;2;1;2;2;3;2;3;3;3;3;3;4;2;3;2;2;4;3;3;2;3;2;2;4;4;4;2;4;2;4;4;3;3
0;18;2;1;6;0;1;1;5;5;3;4;2;5;4;4;3;5;5;5;4;3;5;5;3;3;5;5;5;5;5;5;5;5;1;3;2;5;5;3;4;1;1
1;19;2;1;6;0;3;5;1;1;3;2;1;2;2;2;2;1;2;3;3;1;5;1;2;1;1;2;1;1;1;1;2;2;4;5;2;4;3;4;5;4;5
1;20;2;1;6;0;2;3;1;1;3;3;1;3;1;1;2;3;3;3;3;1;5;2;1;2;1;5;1;5;5;2;2;2;3;5;3;3;3;4;4;1;1
1;19;3;1;6;0;0;4;1;1;1;1;1;1;1;2;1;2;2;1;3;1;1;1;1;1;1;2;2;3;4;1;1;5;4;5;2;5;4;5;3;3;2
0;20;3;1;6;0;2;4;1;2;3;2;2;2;1;2;2;3;3;2;4;1;1;1;2;2;1;3;2;3;3;2;3;4;3;3;1;4;4;5;4;4;3
1;24;3;1;6;0;1;4;4;4;2;3;3;3;4;3;3;3;3;4;2;2;2;4;5;3;4;4;3;4;5;5;5;5;3;5;3;5;3;5;5;1;1
0;20;3;1;6;0;2;4;2;3;2;3;2;3;4;3;2;3;3;4;5;3;3;2;2;3;2;4;3;3;3;3;3;3;4;3;3;4;2;5;4;1;1
1;19;3;1;6;0;4;2;1;1;3;2;1;1;1;2;1;1;1;1;1;1;4;4;1;1;1;1;1;1;5;1;2;5;5;5;2;3;5;5;5;1;1
1;20;4;1;6;0;3;4;1;1;1;3;1;2;2;3;1;4;4;1;5;1;2;2;2;4;1;4;3;4;2;1;2;3;4;4;2;4;4;5;5;3;4
0;26;4;1;6;0;3;5;3;2;3;3;2;3;3;3;2;3;4;3;2;2;3;3;4;4;2;4;3;5;4;4;4;5;3;4;2;5;2;5;4;3;3
1;25;4;1;6;0;3;5;1;2;1;2;1;3;3;2;3;3;2;3;4;1;5;2;3;3;1;2;1;2;2;1;2;5;3;3;3;5;5;5;5;4;4
1;19;4;1;6;0;2;5;1;5;3;3;1;1;5;5;2;5;5;5;5;5;1;5;5;5;1;5;5;5;1;1;1;3;1;5;3;5;5;5;5;5;5
1;23;4;1;6;0;4;5;1;1;3;3;2;3;2;3;2;3;3;5;3;1;1;2;1;3;2;5;2;2;3;3;2;4;3;3;2;2;5;4;4;3;3
1;21;5;1;6;0;1;4;1;5;4;4;1;1;1;2;5;5;5;3;4;1;2;4;1;1;1;4;1;1;1;1;1;4;3;2;3;3;5;5;5;5;5
1;21;5;1;6;0;2;5;1;3;4;2;1;2;2;1;1;1;2;2;5;5;2;3;1;2;1;4;1;1;1;1;4;5;5;5;2;5;4;5;2;1;1
1;21;5;1;6;0;4;3;2;3;1;1;1;1;4;1;1;1;2;3;5;5;5;3;1;1;3;1;1;1;5;1;1;2;4;5;2;4;2;5;5;1;1
1;20;5;1;6;1;2;5;1;1;1;3;1;1;1;1;1;1;1;2;1;1;3;1;1;1;1;2;1;1;1;1;1;5;4;5;3;4;5;5;4;5;5
1;22;5;1;6;0;0;4;1;3;3;4;3;3;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;3;2;3;3;3;3;3;2;4;4;4;3;2;2
1;22;5;1;6;0;2;4;3;2;3;4;3;3;4;4;3;4;5;4;4;2;4;2;4;4;1;5;3;3;2;3;3;5;3;5;3;5;5;5;4;3;4
1;33;6;1;6;0;0;5;1;1;3;2;2;2;2;3;1;1;2;2;2;1;1;1;1;1;1;4;3;5;3;2;1;4;3;4;2;4;3;5;5;4;4
1;29;6;1;6;0;2;5;1;1;1;1;1;1;1;1;1;1;1;3;4;2;1;1;1;1;1;2;2;2;2;1;2;2;3;3;1;2;4;5;5;5;4
1;19;6;1;6;0;1;3;1;1;1;2;1;1;2;1;1;1;2;2;1;1;1;2;1;1;2;3;1;1;3;1;1;3;4;5;3;5;3;5;4;4;4
1;45;6;1;6;0;3;3;2;1;1;1;1;1;1;1;1;1;1;1;3;1;5;1;1;1;3;1;1;1;5;1;1;1;5;5;4;5;4;5;3;1;1
0;21;7;1;6;0;1;2;1;3;1;5;3;3;2;3;1;2;1;3;5;2;1;2;2;2;3;1;2;4;4;3;1;3;3;4;4;3;4;4;4;2;2
0;22;3;1;6;0;1;4;1;1;1;1;1;1;1;1;1;3;4;1;5;1;5;1;1;1;1;1;1;1;1;1;1;5;5;5;1;4;4;4;1;5;5
1;21;5;1;6;0;1;5;1;2;2;2;2;2;1;1;2;2;3;1;2;2;1;2;2;2;2;2;2;2;3;2;2;4;4;5;4;4;4;4;5;3;4
1;21;6;1;6;0;1;4;2;3;3;3;1;2;1;3;1;2;2;3;1;1;1;1;1;1;1;1;5;5;5;2;5;5;3;3;1;3;3;5;2;1;1
1;55;4;0;5;1;6;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;4;3;4;4;3;4;3;3;3;3;3;5;3;3;3;4;4;4;3;3;3
0;24;6;0;5;0;4;4;2;3;3;3;2;3;3;3;3;3;3;4;1;3;4;2;5;4;4;4;3;5;3;5;3;5;3;4;1;5;5;5;3;3;4
0;56;4;0;5;1;5;2;2;3;5;4;2;3;2;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;1;1
0;22;1;0;1;0;4;4;2;2;4;4;2;3;2;3;2;4;4;4;2;2;4;4;4;3;4;2;2;2;2;4;2;4;2;3;3;5;5;5;5;4;4
1;47;7;0;1;0;4;4;2;3;2;3;2;3;2;3;2;3;3;3;2;3;4;3;2;1;3;5;5;5;5;2;2;5;5;3;3;5;5;5;3;3;3
0;35;7;0;1;0;4;5;2;2;3;3;3;3;3;3;3;3;3;3;2;3;5;3;5;5;2;5;5;5;5;5;5;5;2;3;3;5;5;5;5;2;3
1;26;2;0;1;1;5;4;2;3;4;3;2;3;2;3;2;4;4;3;1;2;2;2;1;2;1;2;2;3;1;1;2;5;2;4;3;4;4;5;4;5;5
1;30;4;0;1;0;4;4;3;2;2;3;4;3;2;3;3;3;5;3;3;2;2;2;2;2;2;2;1;2;2;3;3;4;2;3;2;3;4;4;4;3;4
1;33;4;0;1;1;3;5;2;5;5;3;1;4;2;3;2;4;5;3;5;5;4;3;1;3;1;5;1;1;2;1;1;5;3;5;2;4;5;5;3;4;5
0;55;4;0;1;0;5;1;3;3;3;3;2;3;3;3;3;3;3;3;2;3;5;2;5;4;5;5;5;1;5;4;2;5;3;5;5;5;5;4;5;1;1
1;50;4;0;1;0;5;5;2;2;3;4;2;2;2;2;3;3;3;4;4;2;5;4;4;4;1;4;4;4;1;3;4;5;2;2;3;4;5;5;2;5;5
0;59;4;0;1;0;4;5;3;5;3;3;3;3;1;3;5;5;5;3;4;5;4;2;5;4;4;3;3;3;2;3;3;5;3;3;3;4;4;5;4;3;4
1;57;4;0;1;1;3;5;2;1;3;3;2;5;4;4;2;3;5;3;2;1;2;2;2;3;1;2;1;1;2;1;2;5;4;4;5;5;4;5;5;1;4
0;22;5;0;1;0;1;5;3;2;2;3;3;3;3;3;3;3;4;3;3;2;3;3;3;5;2;5;3;2;3;5;3;5;3;3;1;5;3;5;3;1;3
0;57;6;0;1;0;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;3;5;5;5;5;4;5;5;5;5;3;5;5;5;5;1;1
1;37;4;0;1;1;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;4;5;4;5;5;5;5;5;2;3;2;4;3;5;4;2;2
0;25;1;0;1;0;1;3;3;3;2;3;2;3;3;2;2;4;5;2;5;5;2;3;3;3;4;3;5;5;5;3;4;5;3;3;3;4;4;4;2;1;1
0;28;1;0;1;0;2;5;1;2;4;2;2;2;1;2;1;2;2;4;2;2;1;1;1;1;1;1;1;1;2;1;1;3;4;4;4;5;4;5;4;4;3
1;34;1;0;1;1;1;5;1;1;5;3;1;1;1;3;1;2;4;3;4;1;2;1;2;1;1;1;1;1;1;1;1;4;3;4;1;5;5;5;2;5;5
0;44;1;0;1;1;3;3;3;3;5;4;3;4;3;4;3;5;5;4;3;2;5;4;2;3;2;3;2;2;2;2;3;4;3;2;4;5;5;5;4;4;4
0;24;1;0;1;0;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;3;3;3;5;5;5
1;36;7;0;1;0;3;5;1;2;1;3;4;5;1;4;5;5;5;5;5;2;3;5;5;2;5;5;1;2;5;3;5;5;1;4;1;2;5;5;4;1;1
1;31;7;0;1;1;2;2;4;5;1;1;5;5;3;3;5;5;5;4;3;4;5;4;4;2;3;5;4;4;5;5;2;5;3;3;2;1;1;2;4;1;1
1;36;7;0;1;0;2;3;2;4;3;3;4;4;4;4;4;4;4;4;2;5;5;3;5;5;4;4;2;2;5;4;5;5;2;3;4;5;5;5;5;1;1
1;27;7;0;1;0;3;3;2;5;2;1;3;3;2;3;4;4;3;4;2;5;1;2;4;4;2;2;4;5;3;4;3;5;3;4;2;4;4;5;2;2;2
1;45;2;0;1;0;3;5;2;2;3;3;1;2;2;3;1;3;5;3;2;2;2;1;1;2;1;1;1;2;1;2;1;4;4;5;4;4;4;5;4;4;4
0;51;3;0;1;0;3;3;3;4;3;4;5;5;4;3;4;4;3;4;2;5;4;3;3;4;4;4;3;5;5;4;5;5;3;3;3;4;4;5;3;1;1
1;51;4;0;1;1;3;3;4;3;3;4;3;3;3;3;3;3;3;3;2;3;3;2;3;3;2;3;3;3;2;3;2;3;3;4;3;4;4;5;4;4;4
0;45;4;0;1;0;4;4;2;2;3;3;2;3;3;3;2;3;3;3;2;2;4;4;5;5;2;5;5;5;3;4;3;5;3;3;3;5;4;5;3;1;1
1;48;4;0;1;1;3;4;3;5;3;4;3;4;1;2;4;4;5;4;1;5;5;1;4;3;2;3;1;3;5;5;4;5;2;3;4;4;4;4;4;1;2
0;36;4;0;1;0;3;2;1;1;3;3;2;3;2;3;1;3;3;2;1;1;5;5;2;2;2;5;5;2;3;2;5;5;5;4;1;4;3;4;4;4;3
1;43;4;0;1;0;4;5;2;1;3;3;1;3;3;3;2;3;3;3;3;1;5;5;5;5;1;5;1;1;1;1;1;5;3;5;2;5;5;5;3;5;5
1;33;4;0;1;0;3;5;3;4;2;3;3;3;4;4;3;3;5;4;3;3;5;2;3;4;2;5;3;2;2;4;3;5;2;2;5;5;5;5;4;3;4
1;48;4;0;1;1;3;4;3;5;3;4;3;4;1;2;4;4;5;4;1;5;5;1;4;3;2;3;1;3;5;5;4;5;2;3;4;4;4;4;4;1;2
0;48;4;0;1;0;2;4;2;1;2;2;1;2;3;2;1;2;1;2;3;1;4;2;1;1;1;4;2;2;3;1;1;3;5;5;4;5;4;5;4;5;4
1;42;4;0;1;0;4;4;3;3;3;4;2;4;4;4;3;4;4;4;3;1;5;3;5;3;3;5;3;5;2;2;4;5;2;3;3;4;4;4;3;4;4
0;52;4;0;1;0;5;4;3;3;3;3;3;3;1;3;3;3;3;3;2;3;3;4;2;3;2;4;3;4;4;4;4;5;3;3;4;5;5;5;4;4;4
1;51;4;0;1;0;5;4;4;2;4;4;4;4;3;4;4;5;5;4;3;2;5;5;4;4;3;5;3;4;4;4;4;5;3;3;3;4;4;5;5;1;1
0;54;4;0;1;1;3;3;4;5;3;3;4;4;3;4;3;3;4;4;2;4;5;4;4;4;4;5;5;5;5;5;4;5;3;3;4;4;4;4;4;2;2
1;38;4;0;1;0;2;5;3;5;3;3;5;5;5;5;5;5;5;5;4;5;5;3;5;3;2;5;3;4;1;4;5;5;2;4;1;5;3;5;1;2;5
0;44;4;0;1;0;3;5;4;2;3;4;2;3;3;4;3;4;5;4;5;3;5;4;4;4;2;4;2;5;2;4;2;5;2;3;2;5;5;5;5;4;4
1;42;4;0;1;0;3;4;4;2;2;2;3;5;1;4;3;3;4;4;2;2;3;3;3;2;2;4;2;3;2;3;2;4;3;5;3;5;2;5;2;4;4
1;46;4;0;1;1;3;5;2;2;2;4;5;2;5;4;5;2;2;4;3;4;5;5;5;5;3;5;3;5;2;5;2;5;2;4;4;5;4;5;5;2;2
0;42;4;0;1;0;4;4;2;3;4;4;2;3;3;3;3;3;3;3;3;2;3;3;3;2;2;3;3;3;2;2;2;3;3;3;4;4;4;4;3;4;4
1;49;4;0;1;1;3;1;4;4;4;4;3;5;4;3;4;5;5;3;1;2;3;4;1;1;3;5;4;2;4;2;4;5;2;4;3;4;4;4;2;4;2
1;46;4;0;1;1;4;5;2;1;4;3;2;3;4;4;1;3;3;3;4;1;5;2;3;2;1;5;2;3;2;2;2;5;2;2;2;4;3;5;3;3;4
0;45;4;0;1;0;3;4;3;3;3;3;3;3;2;3;3;3;3;4;2;3;4;2;5;2;2;5;3;3;2;3;3;5;5;5;2;5;3;5;4;4;4
1;56;4;0;1;1;1;4;2;4;3;3;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;4;4;2;4;4;5;3;4;4
0;39;4;0;1;0;3;2;3;4;3;4;2;4;2;3;2;3;5;4;3;4;1;1;3;2;2;4;3;4;5;4;4;5;4;3;4;5;4;5;5;3;3
0;48;4;0;1;0;4;5;3;3;1;3;2;3;2;4;3;3;5;3;3;2;1;1;1;2;2;2;2;2;3;2;2;4;4;3;1;5;3;5;5;3;3
0;46;4;0;1;1;4;3;4;5;3;4;4;4;5;2;4;4;4;3;2;3;2;2;4;4;2;3;3;3;4;4;3;5;3;4;4;4;3;4;4;2;2
0;51;5;0;1;0;3;3;4;3;3;4;3;4;5;4;4;4;5;4;4;3;5;5;4;4;3;5;5;5;5;5;5;5;2;3;4;4;5;5;4;2;2
1;29;6;0;1;0;3;3;3;3;3;3;2;4;2;4;4;5;5;5;4;3;4;4;4;2;2;5;4;2;3;2;3;5;2;3;2;4;3;4;3;2;2
0;43;6;0;1;1;3;5;5;1;5;5;1;5;1;5;5;5;5;3;3;1;5;5;5;5;1;5;5;5;1;3;5;5;5;5;1;5;1;5;3;3;3
1;43;6;0;1;0;4;4;4;5;3;4;4;4;3;3;3;3;3;3;2;3;4;4;5;5;4;5;4;5;5;5;5;5;2;3;2;4;3;4;3;1;1
1;27;6;0;1;1;2;3;2;3;5;3;1;1;1;3;1;3;3;2;3;3;3;3;1;2;1;3;1;1;1;1;1;5;4;5;3;5;3;4;4;5;5
0;38;6;0;1;1;4;4;4;3;3;3;3;3;1;3;3;3;3;3;2;3;2;2;2;3;3;3;2;3;3;3;3;3;4;4;4;4;4;4;4;3;3
1;33;6;0;1;0;1;5;1;1;1;1;1;1;1;1;1;1;1;1;3;1;5;5;1;1;1;5;1;1;1;1;1;4;5;5;1;3;3;5;1;5;5
1;35;6;0;1;0;3;3;4;3;4;4;4;4;4;4;4;4;4;4;3;4;4;3;5;4;4;4;3;5;4;5;4;5;2;5;2;5;5;5;3;1;1
1;36;6;0;1;0;3;5;2;3;3;3;2;3;3;3;2;3;3;3;2;3;4;2;3;2;2;2;2;4;2;2;2;4;3;4;4;5;4;5;4;3;3
0;32;6;0;1;0;3;4;4;4;2;3;3;3;4;3;3;3;2;5;2;2;4;4;3;2;2;2;2;3;3;3;2;2;2;4;2;4;4;4;5;2;2
1;38;6;0;1;1;5;5;3;5;3;3;5;3;3;3;3;3;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;3;4;5;5;5;3;3
1;37;6;0;1;0;4;4;2;3;1;3;2;4;2;3;2;4;4;3;3;2;2;3;2;2;2;4;4;2;3;3;3;5;3;4;3;4;4;4;3;3;3
0;28;6;0;1;0;2;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;5;3;5;5;5;5;5;5;5;5;5;5;3;3;3;2;4;5;5;1;1
1;50;1;1;1;0;2;3;3;4;3;3;2;2;3;3;3;2;3;3;2;2;2;2;2;2;2;3;2;2;2;2;4;4;4;5;4;5;4;5;4;4;4
1;44;1;1;1;0;3;5;2;4;4;4;2;3;3;3;2;2;4;4;3;2;3;3;3;3;2;3;2;3;4;2;2;5;3;4;3;2;3;4;3;3;3
1;48;1;1;1;1;2;4;3;2;4;3;4;4;3;3;3;4;4;3;4;2;2;1;2;3;2;2;2;2;3;3;2;3;3;3;3;4;4;4;4;3;3
1;45;1;1;1;0;2;5;1;1;3;3;3;2;3;3;3;3;3;3;2;2;3;1;1;3;1;1;2;4;3;2;2;5;3;3;4;5;4;4;3;4;4
1;45;7;1;1;0;2;5;3;3;3;4;2;2;3;4;3;2;2;3;2;3;2;1;2;3;1;2;1;3;2;3;3;3;3;4;2;3;3;4;5;4;4
1;46;2;1;1;1;1;2;3;2;4;4;2;3;2;3;3;3;3;3;3;2;4;3;3;4;2;3;3;5;4;3;4;5;2;2;4;5;4;5;5;2;2
0;38;2;1;1;1;3;3;3;2;4;4;2;4;5;4;5;3;3;4;2;2;3;2;3;2;2;3;5;5;5;4;3;5;2;3;3;5;4;5;4;1;1
1;58;4;1;1;0;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
0;42;4;1;1;0;3;5;2;2;3;3;2;3;4;3;2;5;5;4;3;2;2;4;2;3;2;5;2;5;2;2;2;5;3;3;4;5;4;5;5;5;5
1;42;4;1;1;1;3;5;1;1;2;3;1;2;2;3;3;3;3;3;3;2;5;2;3;2;1;3;4;4;1;2;3;3;4;4;2;5;3;5;3;5;5
1;42;4;1;1;1;3;5;1;1;4;3;1;4;3;2;1;3;5;3;1;1;2;3;3;1;1;1;1;1;1;1;2;5;2;3;1;5;4;4;3;1;4
0;48;4;1;1;1;3;5;1;2;3;3;3;3;4;4;3;3;5;3;3;2;5;5;5;5;3;5;5;5;3;3;5;5;3;3;3;5;5;5;3;3;4
1;43;4;1;1;0;4;4;4;5;4;4;4;5;3;4;5;5;5;5;2;5;5;3;5;5;3;5;5;5;4;4;4;5;3;5;3;4;4;4;4;1;1
1;39;4;1;1;0;3;5;2;1;2;2;2;3;1;2;2;2;3;2;1;2;3;2;2;2;1;2;1;1;1;2;2;4;4;5;1;2;2;3;2;5;5
1;42;4;1;1;1;3;3;4;4;2;3;4;3;4;4;4;3;5;4;3;5;5;5;4;4;4;5;5;5;4;5;4;5;3;4;3;5;4;5;5;3;3
1;36;5;1;1;0;4;2;2;2;3;3;2;3;3;3;3;3;3;4;3;2;2;2;2;2;1;5;3;4;2;2;2;5;2;3;4;4;3;5;4;3;3
0;60;5;1;1;0;4;4;2;3;3;3;2;3;3;3;3;3;3;4;3;3;5;5;5;5;4;5;5;5;5;5;5;5;3;3;4;5;4;5;5;3;3
1;44;5;1;1;1;2;5;2;3;3;3;2;2;1;3;3;1;4;4;3;4;2;1;1;1;1;3;1;1;1;1;1;1;4;5;1;5;5;5;3;5;5
1;61;5;1;1;0;3;4;3;3;3;4;3;3;4;3;3;3;5;4;4;2;3;3;3;2;3;3;3;3;2;3;2;5;4;3;2;4;2;5;4;4;4
1;50;6;1;1;0;3;5;3;4;5;3;4;4;3;3;4;4;5;4;1;3;4;2;5;5;2;5;5;5;5;5;5;5;3;3;3;5;4;5;5;1;1
